source_text,target_text
"Translate Sundanese to Indonesian: Cenah di ditu bade diwangun transmart, di sabelah wangunan eta.","Katanya di sana akan dibangun transmart, di sebelah bangunan itu."
"Translate Sundanese to Indonesian: Bener pangalaman unik, tuang di tengah sawah di antawis pare nu ampir ngonengan. Ku pilihan menu nu rupi-rupi, panyajian nu menarik sareng ngagugah selera.","Sungguh pengalaman unik, makan di tengah sawah di antara padi yang hampir menguning. Dengan pilihan menu yang variatif, penyajian yang menarik dan menggugah selera."
"Translate Sundanese to Indonesian: Tuang sasarengan sareng sobat awewe sababaraha waktos ka pengker, tempatna merenah, enakeun keur nongkrong, palayananna sae. Parantos sababaraha kali tuang didieu.","Makan bersama dengan para sistah beberapa waktu yang lalu, tempat nyaman, enak buat nongkrong, pelayanan bagus. Dah beberapa kali makan di sini."
"Translate Sundanese to Indonesian: Tempat pikeun souvenir lengkep sareng rada raoseun, babari dijangkau, hargina meujeuhna, sareng layananna ramah","Tempat oleh-olehnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, serta pelayanannya ramah"
"Translate Sundanese to Indonesian: Hai eviana, hapunten anu kirang merenah. Kanggo kontak ti Indosat, tiasa akses tautan ieu: Mangga parios. Hatur nuhun. Erf","Hai eviana, mohon maaf atas ketidaknyamanannya. Untuk kontak dari indosat dapat mengakses tautan ini: Silakan pengecekan ya. Terima kasih. Erf"
"Translate Sundanese to Indonesian: Menuna indomie sareng roti bakar. Kanggo tempat sami sapertos cabang nu lainna, rempes kanggo kempel.",Menunya indomie sama roti bakar. Untuk tempat sama seperti cabang yang lainnya nyaman buat kumpul. 
"Translate Sundanese to Indonesian: Sambeul jeung daun serawung, tomat, sareng cabe rawit. Rasa sambel ieu anu ngajantenkeun kota di garut namina cibiuk janten kawentar. Sambeul ieu tiasa dinikmati ku gurame goreng atanapi sareng hayam goreng. Rasana raos pisan. Salain ti lengkong cibiuk oge seueur cabangna","Sambal dengan daun serawung, tomat, dan cabe rawit. Rasa sambal ini yang membuat kota di garut yang namanya cibiuk jadi terkenal. Sambal ini bisa dinikmati dengan gurame goreng ataupun dengan ayam goreng. Rasanya sangat enak. Selain di lengkokng cibiuk juga memiliki banyak cabang"
Translate Sundanese to Indonesian: Abdi tos konfirmasi ka pihak gramedia mung dialung-alung teu aya kajelasan. Pihak gramed dugi spv di toko eta pa alung-alung bari nyebatkeun teu aya promo. Kuciwa dialung-alung kitu.,Saya sudah konfirmasi ke pihak gramedia tapi dilempar-lempar tak ada kejelasan. Pihak gramed sampai spv di outlet tersebut saling lempar dan menyebut tidak ada promo. Kecewa dilempar-lempar begitu
"Translate Sundanese to Indonesian: Wilujeng siang, upami aya hal nu bapak bade taroskeun tiasa nyebatkeun kami deui. Hatur nuhun zan","Selamat siang, jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali. Terima kasih zan"
"Translate Sundanese to Indonesian: Ceuk arurang tempat ieu biasa wae teu aya atraksi atawa pamandangan nu menarik jeung harga tiket 10000 / jelema, lamun pamandangan gunung nya emang enggeus sakuduna kusabab di daerah luhur. Jang wisata kuliner ge teu pati loba pilihan jiga tempat nu hiji deui.","Menurut kami tempat ini biasa saja tidak ada atraksi atau pemandangan yang menarik dengan harga tiket 10000 / orang, kalau pemandangan gunung ya memang sudah seharusnya karena berada di daerah tinggi. Untuk wisata kuliner juga tidak terlalu banyak pilihan seperti tempat yang satu lagi."
"Translate Sundanese to Indonesian: Abdi tos jadi palanggan madtari ti taun 2002, pas eta keneh jiga warung tenda leutik nu rame pisan dinten wengi. Babaraha taun baheula nempatan wangunan nu permanen, ti waktos eta abdi ngarasa kualitasna rada nurun dibandingkeun ku sawaktos di warung tenda. Nu jelas, pangaos naek cekap signifikan, dibandingkeun warung nu sami, meureun leuwih awis.","Saya sudah menjadi pelanggan madtari sejak tahun 2002, saat itu masih berupa warung tenda kecil yang sangat ramai malam hari. Beberapa tahun silam menempati bangunan yang permanen, sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda. Yang jelas, harga naik cukup signifikan, dibandingkan warung serupa, mungkin lebih mahal."
"Translate Sundanese to Indonesian: Komentar kahiji tos pasti tempatna nu sae, palayananna someah pisan, sareng kanggo menu nu dipilih nyaeta lauk bakar sareng sop buntutna abdi pasihan ponten 4 mung kanggo es buah eta abdi pasihan lonten 5 nya!","Komentar pertama sudah pasti venue yang kece, pelayanan ramah sekali, dan untuk menu yang dipilih adalah ikan bakar dan sop buntutnya yang aku kasih nilai 4 tapi buat es buah itu aku kasih nilai 5 ya!"
"Translate Sundanese to Indonesian: anu disayogikeun rupi-rupi sareng pangaosna kahontal, suasanana ngeunaheun sareng merenah","Di restoran ini makanan yang disediakan banyak sekali dan harga cukup terjangkau, suasana yang enak dan nyaman"
Translate Sundanese to Indonesian: Abdi iri ningali aranjeun nu tiasa nemu kabahagiaan.,Aku iri melihat kalian yang bisa menemukan kebahagiaan.
Translate Sundanese to Indonesian: Saatos meser pulsa hoyong ngadaptar pikeun paket internet tetep gagal wae sareng ngulang deui dina 363 jeung tetep henteu tiasa.,Habis beli pulsa mau daftar paket internet gagal terus dan suruh mengulang terus di 363 dan tetap tidak bisa
"Translate Sundanese to Indonesian: Tempatna sae pisan komo dinten wengi dihias ku lampu-lampu, romantis pisan. Cocog kanggo pasangan. Tebih tina nu rame. Udarana tiis pisan. Arurang tiasa ningali keindahan kota ti luhur.","Tempatnya sangat bagus apa lagi malam hari dihias dengan lampu-lampu, sangat romantis. Cocok buat pasangan. Jauh dari keramaian. Udaranya sangat dingin. Kita dapat melihat keindahan kota dari atas."
"Translate Sundanese to Indonesian: Tuangeunna raraos sareng eye catching pikeun difoto, resep. Mung minumanna oge raos sareng tempat na oge nyaman pikeun karempel sareng rerencangan.","Makanannya enak enak dan eye catching untuk di foto, suka. Tetapi minumannya juga enak dan tempatnya nyaman untuk kumpul kumpul dengan teman."
"Translate Sundanese to Indonesian: Ieu kunjungan kadua abdi. Kabeh dahareun nu kuring geus cobian ngarareunah, sarta tempat keneh menawan tibaheula. Can kantos kuciwa dahar di dieu.","Ini kali kedua kunjungan saya. Semua makanan yang saya coba enak-enak, dan tempatnya masih semenawan dulu. Tidak pernah menyesal makan di sini."
"Translate Sundanese to Indonesian: Tuangeunna smoked chicken sareng cheese sandwich, inumanna jus. Lumayan pas sareng raos. Tempatna saleresna raos kanggo nu hoyong suasana jempling nyalse tebih tina kagandengan.","Makanannya smoked chicken dan cheese sandwich, minumannya jus. Lumayan pas dan enak. Tempatnya memang enak buat yang ingin suasana hening santai jauh dari kebisingan."
Translate Sundanese to Indonesian: Obat tanpa resep saena dijauhan ku ibu nu nyusuan.,Obat tanpa resep sebaiknya dihindari ibu menyusui
"Translate Sundanese to Indonesian: Beuki loba nyanyaho, beuki sirik.","Semakin banyak tahu, semakin cemburu."
Translate Sundanese to Indonesian: Karyawan kedul keur naon dibere cuti. Bisnis keur goreng kalahka hayang foya foya. Mikir atuh!,Karyawan malas untuk apa kasih cuti. Bisnis lagi jelek malah mau foya foya. Mikir dong!
"Translate Sundanese to Indonesian: Tempat nu sawelahan sareng cai kali sareng leubeutna tatangkalan sareng tuangeun nu raos ngajieun betah sareng cocog kanggo reureuh, rupi-rupi jajaneun oge disayogikeun di tempat ieu, hawana oge tiis.","Tempat yang berdampingan dengan air sungai dan rimbunnya pepohonan dan makanan yang lezat membuat betah dan cocok untuk beristirahat, berbagai jajanan juga tersedia di tempat ini, hawanya juga sejuk."
"Translate Sundanese to Indonesian: Tulung nya minimal, ku ngamudahan nasabah supados di lebet stasiun tigaraksa dipasihan mesin atm bni","Tolong ya minimal, demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm bni"
"Translate Sundanese to Indonesian: Kupat tahu gempol teh salah sahiji kupat tahu legendaris. Tempatna teu pati gede tapi rada mencolok ku warna beureumna di pertigaan pasar gempol. Porsina pas pisan jang ngaleungitkeun lapar. Ciri khas ti kupat tahu ieu nyaeta tahuna nu hipu jeung kenyel jeung kuah kacangna pas di letah, dipadu jeung lontong, toge, jeung kurupuk beureum. Ngeunah pisan.","Kupat tahu gempol merupakan salah satu kupat tahu legendaris. Tempatnya tidak terlalu besar tetapi cukup mencolok dengan warna merahnya di pertigaan pasar gempol. Porsinya pas banget untuk menghilangkan lapar. Ciri khas dari kupat tahu ini adalah tahunya yang lembut dan kenyal serta kuah kacangnya pas di lidah, dipadu dengan lontong, tauge dan kerupuk merah. Enak sekali."
"Translate Sundanese to Indonesian: Euleuh sami sapertos abdi ieu mas nembe, paket freedom I abdi teu acan seep mung toas dibebankeun tarif internet, disedot ku maling","Wah sama seperti saya ini mas barusan, paket freedom l saya belum habis tapi sudah dibebankan tarif internet perlu sampai pulsa sekitar 40 ribu saya disedot perampok"
Translate Sundanese to Indonesian: Rumah makan ieu tangtua kagolong mirah mung dibandikeun kanu rumah makan nu sanesna. Mun tuangeun nu disayogikeun biasa wae teu aya nu istimewa. Seseurna mah tuangeunna ngan lauk atawa hayam nu cara masak digoreng. Tiasa disebat menu tuangeunna teu aya rupi-rupi sama sekali.,Rumah makan ini memang tergolong murah bila dibandingkan dengan rumah makan sejenisnya. Namun makanan yang disediakan biasa saja tidak ada yang istimewa. Sebagian besar makanannya hanya ikan atau ayam dengan cara masak digoreng. Bisa dibilang menu makanannya tidak ada variasi sama sekali.
"Translate Sundanese to Indonesian: Kamar cai tebih ti layak, kanggo ngawasuh leungeun ge teu disayogikeun sabun.","Kamar mandi jauh dari layak, untuk cuci tangan tidak disediakan sabun."
"Translate Sundanese to Indonesian: Suasanana cocog pikeun saha wae, kalayan anjeun hoyong nyalira, sareng kulawarga, atanapi sareng babaturan caket pikeun silih tukeur carita","Suasananya cocok bagi semua orang, baik anda yang ingin menyendiri, bersama keluarga, maupun dengan teman-teman dekat bertukar cerita"
Translate Sundanese to Indonesian: Baso karesep arurang sakulawargi. Rasana gurih sareng raos pisan. Direncangan ku es jeruk sareng kerupuk putih. Super yummy deh. Pangaosna ge kahontal pisan. Lokasi lebet gang kecil mung gampil dipilarian kumargi seueur jalmi nu uningan dina lokasina.,Bakso favorit kami sekeluarga. Rasanya gurih dan super enak. Ditemani dengan es jeruk dan kerupuk putih. Super yummy deh. Harga sangat terjangkau. Lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasinya. 
"Translate Sundanese to Indonesian: Teu raos tuang di restoran, teu tiasa nyuhunkeun kuah opor hayam saalit sapertos di warteg.","Tidak enak makan di restoran, tidak bisa minta kuah opor ayam dikit seperti di warteg."
Translate Sundanese to Indonesian: Paningkatan Persentase paminat ride sharing parantos ngajantenkeun Toyota nekad ngaluarkeun acis dugi ka $ 1 milyar dina Grab pikeun nyalametkeun bisnis otomotifna.,Meningkatnya presentase peminat ride sharing membuat toyota nekad menggelontorkan uang hingga $1 miliar pada grab demi menyelamatkan bisnis otomotifnya.
"Translate Sundanese to Indonesian: Pamandangan kota bandung anu endah tiasa ditingali ti sierra cafe lounge. Aya dua pilihan tempat, boh dijero rohangan atanapi diluar rohangan. Tempat anu romantis cocog pikeun duduaan jeung oge cocog pikeun ngumpul sareng rerencangan bari santai, kusabab hawana tiis jeung seger. Kadaharan anu disayogikeun oge raoseun sareng seueur pilihan. Aya kadaharan indonesia, asia, eropa / barat oge aya.","Pemandangan kota bandung yang indah dapat disaksikan dari sierra kafe lounge. Ada dua pilihan tempat, bisa dalam ruangan maupun di luar. Tempat yang romantis cocok untuk berduaan dan cocok juga buat kumpul bersama teman-teman sambil melepas lelah, karena udaranya sejuk dan menyegarkan. Makanan yang disediakan juga lezat dan banyak pilihan. Ada masakan indonesia, asia, bahkan eropa / makanan barat."
Translate Sundanese to Indonesian: Bumi eta gaduh pager ageung warna hideung.,Rumah itu memiliki pagar besar berwarna hitam.
"Translate Sundanese to Indonesian: Restoran na unik, dina teu disayogikeun piring, kanggo tuang nganggo alas daun cau. Tuangeun lumayan raos.","Restoran unik, di mana tidak disediakan piring, untuk makan menggunakan alas daun pisang. Makanan cukup enak."
Translate Sundanese to Indonesian: Bapa abdi nyaeta pegawai net tv,Ayah saya merupakan seorang pegawai net tv
Translate Sundanese to Indonesian: Indomie seeur kapendak dina warung-warung nu caket.,Indomie banyak ditemukan di warung-warung terdekat.
Translate Sundanese to Indonesian: Hese ngartos jalma anu ngarasa osok bener,Sulit sekali mengerti orang yang merasa selalu benar
Translate Sundanese to Indonesian: Ngimpi dipiwarang milari coklat ku gordon ramsay eh kalakah kacampur jeung kuah indomie,Mimpi disuruh mencari coklat sama gordon ramsay eh malah kecampur sama kuah indomie
"Translate Sundanese to Indonesian: Emang sih mi sedap eusina leuwih loba, namung rasana mah eleh ku nu sanesna","Iya sih mi sedap isinya lebih banyak, tapi soal rasa kalah jauh sama yang lain"
"Translate Sundanese to Indonesian: Wah, raos pisan, sate nu nikmat bumbu nu pas, rasa nu pas sareng daging nu seger, nepi ngajieun sate nu bener bener mantep. Palayanan nu ramah.","Wah enak banget, sate yang nikmat bumbu yang pas, rasa yang pas dan daging yang segar, hingga menghasilkan sate yang benar benar mantap. Pelayanan yang ramah. "
Translate Sundanese to Indonesian: Sawaktos sumping ka dieu nuju lain musim stoberi jadi aralit sareng teu sae. Jadi ngan nyandak saayana wae. __sedih__,Waktu datang ke sini sedang bukan musim stroberi jadi pada kecil-kecil dan tidak bagus. Jadi cuma ambil seadanya saja. __sad__.
"Translate Sundanese to Indonesian: Peresmian operasi kareta api bandara ku presiden ri sacara simbolis, neken tombol sirine nu nyuarakeun genta, direncangan ku menteri perhubungan, menteri bumn, gubernur banten, dirjen perkeretaapian kemhub, dirut ap2, dirut pt kan, sareng dirut railink.","Peresmian pengoperasian kereta api bandara oleh presiden ri dengan simbolis, penekanan tombol sirine yang menyuarakan genta, didampingi oleh menteri perhubungan, menteri bumn, gubernur banten, dirjen perkeretaapian kemhub, dirut ap2, dirut pt kan, dan dirut railink"
Translate Sundanese to Indonesian: Masakan restoran ieu rata-rata teu ngeunah.,Masakan restoran ini rata-rata tidak enak.
"Translate Sundanese to Indonesian: Cocog pikeun pituangeun romantis sareng kabogoh sawaktos ngarayakeun momen duaan, tuanganana raos sareng berkelas. ","Cocok untuk makan malam romantis dengan pasangan ketika merayakan momen berdua, makanannya enak dan berkelas."
"Translate Sundanese to Indonesian: Batagorna raos, mi na raos. Aya rupi-rupi tuangeun nu tiasa dicicip di hiji tempat, komo ayeuna tokona tos direnovasi janten sae. Aya musola. Area oleh-oleh seueur pilihan.","Batagornya enak, mi nya enak. Ada aneka makanan yang bisa dicicip di satu tempat, apalagi sekarang tokonya sudah direnovasi jadi bagus. Ada musala. Area oleh-oleh banyak pilihan. "
"Translate Sundanese to Indonesian: Nembe nganggo sababaraha dinten langsung hang, power bank teu tiasa dianggo nanaon. Kudu dicandak ka tempat servis.","Baru pakai berapa hari langsung hang, power bank tidak bisa di pake apa-apa. Harus bawa ke tempat servis."
"Translate Sundanese to Indonesian: Restoran nu gaduh pamandangan anu sae, upami anjeun sumping ka dieu wengi milarian korsi di luar, teras anjeun bakal ningali unggal meja lampu lampu nu harurung, tuangeun anu urang pesen nyaeta sup krim sareng coklat haneut anu ngeunah pisan jeung ngeunahna pas sareng kalawan hawa nu tiis","Restoran yang memiliki pemandangan yang bagus, jika ke sini pada malam hari carilah tempat duduk di luar ruangan, maka kalian akan melihat disetiap meja lampu lampu yang menyala, makanan yang kami pesan adalah sup krim dan coklat hangat sangatlah enak dan lezat pas dengan cuacanya yang dingin"
Translate Sundanese to Indonesian: Tempatna romantis pisan sareng merenah. Kalayan suasana anu merenah pisan sareng palayanan anu sae. Tuangeunana raos pisan ku harga anu wajar. Hoyong uih deui ka dieu pikeun ngaraosan suasana sonten. Kasaluruhan alus sareng sae pisan!,Tempatnya sangat romantis dan nyaman. Dengan suasana yang sangat nyaman dan pelayanan yang baik. Makanan sangat enak dengan harga yang reasonable. Sangat ingin kembali ke sini menikmati suasana sorenya. Secara keseluruhan baik sangat bagus!
"Translate Sundanese to Indonesian: Tuangan court nu seueur ku nu nyewa, seueur pilihan. Cocog piken budak ngora nu hoyong nongkrong raramean sabari tuang jeung inum, sesuai salera anjeunna. Parkir lega pisan. ","Makanan court dengan banyak penyewa, banyak pilihan. Cocok untuk anak muda yang ingin nongkrong berkelompok sambil makan - minum sesuai selera masing-masing. Parkir sangat luas."
Translate Sundanese to Indonesian: Hatur nuhun kang kanggo apresiasina. Mugia anjeun enggal patepang wakil arurang korban phk sepihak freeport.,"Terima kasih bang atas apresiasinya. Semoga beliau segera menemui wakil kami, korban phk sepihak freeport. "
"Translate Sundanese to Indonesian: Parantos leuwih 5 kali abdi kadie . Dim sumna yahud sareng hargina kajangkau pisan. Tempatna pikaresepeun sareng raoseun. Palayanna ramah bari sanaos urang ngan duaan sareng tuangeunna teu seueur jenisna. Pokokna mah nyarankeun pisan, upami milari dim sum atanapi shabu di balikpapan.","Hampir lebih 5 kali saya ke sini. Dim sumnya yahud dan harganya terjangkau banget. Tempatnya asyik dan sangat nyaman. Pelayannya ramah walaupun kita cuma berdua dan makan tidak banyak jenisnya. Pokoknya rekomendasi banget, bila mencari dim sum atau shabu di balikpapan."
"Translate Sundanese to Indonesian: Tempatna merenah, santai, sareng gampang pisan dipilarian, kumargi caket sareng supermarket lotte mart","Tempatnya menyenangkan, santai, dan sangat mudah ditemui, karena bersebelahan dengan swalayan lotte mart"
Translate Sundanese to Indonesian: KIPP nampi seueur laporan perkawis ayana palanggaran dina pilkada 2018.,KIPP menerima banyak laporan terkait adanya pelanggaran pada pilkada 2018.
"Translate Sundanese to Indonesian: Tos sababaraha kali ka dieu, tuangeun lumayan raos, saung-saungna oge ngajieun suasana tuang sareng nyaralse beuki nikmat, ditambih ku sora kali alit nambihan suasana beuki nambih alami. Dianjurkeun sumping ka dieu dinten wengi kusabab leuwih indah.","Sudah beberapa kali ke sini, makanan lumayan enak, saung-saungnya juga membuat suasana makan dan bersantai jadi nikmat, ditambah dengan suara sungai kecil menambah suasana jadi bertambah alami. Dianjurkan datang ke sini malam hari karena lebih indah."
Translate Sundanese to Indonesian: Kadaharan di dieu raos pisan. Cocog pikeun rapat kantor atanapi sareng kulawarga ageung kalayan pangaos anu kahontal,Makanan di sini sangat enak. Cocok untuk pertemuan kantor atau bersama keluarga besar harga terjangkau
Translate Sundanese to Indonesian: DHL keur mula lowongan padamelan kanggo customer service,DHL sedang membuka lowongan pekerjaan untuk customer service
Translate Sundanese to Indonesian: Kuring nyobian nu deukeut kantor walikota. Kuring peseun bakso malang super lengkep. Rasana raos. Wareg. Pangaos oge abus dina akal.,Saya coba yang di dekat kantor walikota. Saya pesan bakso malang super komplet. Rasanya enak. Kenyang. Harga juga masuk akal.
"Translate Sundanese to Indonesian: Tempat tuang di luar nu lega nyajikeun sagala tuangeun ti nu tradisional dugi ka pang modernna, ti nu pangaos na mirah meriah dugi ka nu awis. Panataan dekorasi nu sae bade midamel betah.","Tempat makan di luar yang luas menyajikan segala makanan dari tradisional hingga yang termodern, dari harga yang murah meriah hingga yang mahal. Penataan dekorasi yang apik akan membuat betah. "
Translate Sundanese to Indonesian: Nu wajib pisan dicobian di resto ieu aya jus stroberi tanpa susu atawa gula. Asli raos pisan. Jigana 1 gelas ge kirang deh.,Yang wajib banget dicoba di resto ini ada jus stroberi tanpa susu atau gula. Asli enak banget. Kayaknya 1 gelas saja kurang deh.
"Translate Sundanese to Indonesian: Resto tuangeun kulon ku pangaos kaki lima, ditambih pamandangan alam nu sae, suasana nu romantis, asal tong hujan, kusabab di teras diantepkeun kabuka. Resto favorit kulawargi abdi.","Resto makanan barat dengan harga kaki lima, ditambah pemandangan alam yang indah, suasana yang romantis, asal jangan hujan, karena di teras dibiarkan terbuka. Resto favorit keluarga saya."
"Translate Sundanese to Indonesian: Hayam gorengna raos di dieu. Cocog kanggo nu tos parjalanan tebih. Abdi ka dieu uih ti luar kota, janten tuangna pas lapar kitu deh. Janten patuangan wareg, tuangeunna raos teras palayananna mantap. Kasirna gareulis","Ayam gorengnya enak di sini. Cocok buat yang habis perjalanan jauh. Saya ke sini pulang dari luar kota, jadi makannya pas lapar gitu deh. Bikin perut kenyang, makanannya enak terus pelayanannya mantap. Kasirnya cantik cantik"
"Translate Sundanese to Indonesian: Paket abdi oge teu dugi-dugi nepi kaayeuna parantos 5 dinten statusna keneh kiriman kurir jakarta, goreng ayeuna mah jne","Paket saya juga sampai sekarang tidak sampai sampai sudah 5 hari statusnya dengan pengiriman courier jakarta, parah sekarang jne"
"Translate Sundanese to Indonesian: Jual hayam bakar Taliwang tapi hayam anu disuguhkeun siga karet jeung teu nyugemakeun, rasana hambar, sambelna oge alakadarna. Sadayana pisan nguciwakeun sareng kuring moal bakal ka ditu deui pikeun kadua kalina","Jual ayam bakar taliwang tapi ayam yang disajikan seperti karet dan tidak memuaskan, dan rasanya hambar, sambalnya juga alakadarnya. Dari keseluruhan sangat mengecewakan dan saya tidak akan ke dua kalinya ke sana lagi"
Translate Sundanese to Indonesian: Jalan. Sukajadi upami weungi sok aya warga anu miceun sampah di sisi jalan! Jalma sapertos kitu kedah dibasmi,Jalan. Sukajadi kalau malam suka ada warga yang buang sampah di pinggir jalan! orang-orang kayak gitu harus dimusnahkan
Translate Sundanese to Indonesian: Pang resepna di resto ieu nyaeta bubur 3 rasa. 1 mangkok ageung tiasa kanggo berdua sareng caroge. Teras seueur menuna kanggo tambahan tuang sareng bubur. Pangaos sareng rasa cocog. Sareng nu pasti rencang tuang bubur nyaeta teh haneut hmmm. Enak!,Paling favorit di resto ini adalah bubur 3 rasa. 1 mangkok besar bisa untuk berdua sama suami. Lalu banyak menunya untuk tambahan makan sama bubur. Harga dan rasa sesuai. Dan yang pasti teman makan bubur adalah teh hangat hmmm. Enak!
Translate Sundanese to Indonesian: Indosat nyaeta nu nyebabkeun abdi ambek unggal dinten,Indosat adalah penyebab gue marah tiap hari
Translate Sundanese to Indonesian: Restoran ieu mangrupa tempat nu cocog kanggo tuang wengi sareng pasangan jeung kulawargi ku tuangeun nu cekap raos sareng pamandangan nu sae. Suasanana oge sae ku hiasan klasik di pojok nepi panto kalebetna.,Restoran ini merupakan tempat yang cocok untuk makan malam bersama pasangan dan keluarga dengan makanan yang cukup enak dan pemandangan yang bagus. Suasananya juga baik dengan hiasan klasik dari pojok sampai pintu masuknya. 
"Translate Sundanese to Indonesian: Konsep restoran na biasa wae, tapi hargi inumanna awis pisan. Mirahkeun atuh lah sakedik sanaos di daerah wisata hehe. Janten pikir dua kali sateuacan meser.","Konsep restoran biasa saja, tapi harga minumannya kok mahal banget. Dimurahinlah dikit meskipun di daerah wisata hehe. Jadi mikir berkali-kali buat beli."
Translate Sundanese to Indonesian: Susuna seger ku sayuran nu mantap sareng rasa kuah nu raos sareng palayanan nu super darehdeh pisan.,Susunya segar dengan sayuran yang mantap dan rasa kuah yang enak dan pelayanan yang sangat super ramah.
"Translate Sundanese to Indonesian: Nyesel yeuh urang mere nyaho maneh, Farrel","Menyesal nih gue kasih tahu loe, Farrel"
"Translate Sundanese to Indonesian: Keuheul lah, nya parkir teu baleg, nyieun jalanan sempit hungkul deui, giliran mobilna baret misuh-misuh nuduh sembarang jelema","Kesel lah, mana parkir tidak benar, bikin jalanan sempit doang lagi, giliran mobilnya baret misuh-misuh menuduh sembarang orang"
"Translate Sundanese to Indonesian: Resto ieu abdi sarankeun kanggo anjeun sumpingan mung anjeun hoyong tuang sabari nganikmatan sunset. Kusabab letakna nu aya di dataran tinggi, anjeun tiasa nganikmatan kaendahan alam pagunungan sareng suasana kota. Kanggo tuangeunnana ge aya sababaraha cita rasa, ti masakan daerah, Indonesia, nepi internasional.","Resto ini saya rekomendasikan untuk anda singgahi jika anda ingin bersantap sambil menikmati sunset. Karena letaknya yang berada di dataran tinggi, anda dapat menikmati keindahan alam pegunungan dan suasana kota. Untuk makananannya sendiri ada beberapa cita rasa, dari masakan daerah, indonesia hingga internasional."
"Translate Sundanese to Indonesian: Ngacapekeun pisan, mulih angkat ka kampus sonten pisan ditambih damel kalompok nu teu aya seepna, deadline tugas ge mepet pisan","Sangat melelahkan, balik pergi ke kampus sore sekali ditambah kerja kelompok yang tidak ada abisnya, deadline tugas juga mepet sekali"
Translate Sundanese to Indonesian: Bali gaduh seueur pulau nu tiasa dianjangan.,Bali punya banyak pulau yang bisa dikunjungi.
"Translate Sundanese to Indonesian: Abdi sasarap di restoran lantai 18 ieu sareng kaleresan kengingkeun korsi di luar atanapi balkon. Bantal tempat diukna katingali seueur noda kotoran. Anginna kuat pisan yen sarapan henteu raoseun. Kuring nyarankeun upami anjeun tuang di restoran ieu, pilih korsi di jero pikeun kanyamanan.","Saya makan pagi di restoran lantai 18 ini dan kebetulan saya mendapatkan tempat duduk di luar atau balkon. Bantalan tempat duduknya terlihat banyak noda kotoran. Angin sangat kencang bertiup sehingga makan pagi tidak nyaman. Saya sarankan apabila anda makan di restoran ini, pilih tempat duduk di dalam untuk kenyamanan."
Translate Sundanese to Indonesian: perluasan kilang minyak pt pertamina nyerep langkung ti 20 rebu padamel,Perluasan kilang minyak pt pertamina serap 20 ribu lebih tenaga kerja
"Translate Sundanese to Indonesian: Restoran di Padma Hotel mangrupikeun salah sahiji tempat anu raoseun sareng endah kalayan pamandangan bukit, lebak sareng tangkal hararejo. Janten tiasa ngaraosan tuangeun kalayan suasana anu beda. Dahareun di dieu lumayan rupa-rupa sareng seueur pilihan henteu benten jauh sareng restoran sanes di Bandung, tapi di dieu aya menu pilihan tradisional anu ngamungkinkeun anjeun ngalaman sababaraha khas tuangeun nu rupi-rupi bari mikaresep alam.","Restoran di padma hotel termasuk salah satu tempat yang nyaman dan indah dengan pemandangan bukit, lembah dan pepohonan yang hijau. Sehingga bisa menikmati makanan dengan suasana yang berbeda. Makanan di sini cukup bervariasi dan banyak pilihan tidak beda jauh dengan restoran-restoran lain di bandung, tapi di sini ada menu pilihan tradisional yang membuat anda bisa merasakan khas makanan yang berbeda sambil menikmati alam."
Translate Sundanese to Indonesian: Ayeuna lain jaman janji. Kusabab rakyat tos bosen alias muak,Sekarang bukan zaman janji. Km rakyat sudah bosan alias muak
Translate Sundanese to Indonesian: Abdi sareng salaki biasana ngendong di Jimbaran lamun nganjang ka Bali,Aku dan suami biasanya menginap di jimbaran saat berkunjung ke bali
"Translate Sundanese to Indonesian: Bingung lah, sok teu bisa wae miluan nongkrong sabab rame pisan. Nya geus lah sigana mah langkung sae upami sim kuring drive thru wae kahubung di pusat kota posisina sumpah ieu mcd pang ramena.","Bingung deh, selalu saja tidak bisa ikutan nongkrong karena memang ramai sekali. Yasudahlah ya sepertinya memang lebih enak aku drive thru saja berhubung di pusat kota posisinya sumpah ini mcd paling ramai. "
"Translate Sundanese to Indonesian: Borangan mung sok teu sieun, diajak nongton film horror oke hayu, saparantos nongton teu wanton ka cai","Penakut tapi soksikan tidak takut, diajak nonton film horror oke ayok, selesai menonton tidak berani ke kamar mandi"
"Translate Sundanese to Indonesian: Kualitas lounge nguciwakeun pisan. Tebih ti eskalator, ngaliwat lorong-lorong kotor. Desainna heurin manjang.","Kualitas lounge amat mengecewakan. Jauh dari eskalator, melalui lorong-lorong kotor. Desain sempit memanjang."
